street,0.6728346,55.92687,-3.2497041,29.01688826
lane,0.6639268,55.92687,-3.2497041,29.01688826
luxury vehicle,0.64712167,55.92687,-3.2497041,29.01688826
asphalt,0.64579093,55.92687,-3.2497041,29.01688826
parking,0.6365775,55.92687,-3.2497041,29.01688826
property,0.9489192,55.92687,-3.2497048,0
family car,0.93720216,55.92687,-3.2497048,0
car,0.8932205,55.92687,-3.2497048,0
building,0.8665063,55.92687,-3.2497048,0
motor vehicle,0.86226976,55.92687,-3.2497048,0
luxury vehicle,0.84927684,55.92687,-3.2497048,0
vehicle,0.80843806,55.92687,-3.2497048,0
house,0.7259158,55.92687,-3.2497048,0
sedan,0.72299063,55.92687,-3.2497048,0
mid size car,0.7133791,55.92687,-3.2497048,0
executive car,0.71046764,55.92687,-3.2497048,0
real estate,0.68247694,55.92687,-3.2497048,0
facade,0.6747101,55.92687,-3.2497048,0
window,0.6470109,55.92687,-3.2497048,0
parking,0.6189873,55.92687,-3.2497048,0
home,0.6159244,55.92687,-3.2497048,0
automotive exterior,0.5841808,55.92687,-3.2497048,0
street,0.57130456,55.92687,-3.2497048,0
road,0.98087114,55.926872,-3.2452527,301.426854
car,0.942044,55.926872,-3.2452527,301.426854
transport,0.9326836,55.926872,-3.2452527,301.426854
lane,0.9258914,55.926872,-3.2452527,301.426854
motor vehicle,0.925332,55.926872,-3.2452527,301.426854
family car,0.8906157,55.926872,-3.2452527,301.426854
infrastructure,0.8837541,55.926872,-3.2452527,301.426854
mode of transport,0.8752302,55.926872,-3.2452527,301.426854
vehicle,0.8694605,55.926872,-3.2452527,301.426854
asphalt,0.8427912,55.926872,-3.2452527,301.426854
sky,0.7937695,55.926872,-3.2452527,301.426854
automotive exterior,0.78600276,55.926872,-3.2452527,301.426854
road trip,0.6945721,55.926872,-3.2452527,301.426854
highway,0.6863699,55.926872,-3.2452527,301.426854
parking,0.6294734,55.926872,-3.2452527,301.426854
sedan,0.60116476,55.926872,-3.2452527,301.426854
shoulder,0.58985245,55.926872,-3.2452527,301.426854
land lot,0.552839,55.926872,-3.2452527,301.426854
car,0.95803666,55.926874,-3.2496969,21.56081811
property,0.9433727,55.926874,-3.2496969,21.56081811
family car,0.92126465,55.926874,-3.2496969,21.56081811
town,0.8949185,55.926874,-3.2496969,21.56081811
transport,0.85085905,55.926874,-3.2496969,21.56081811
lane,0.79677683,55.926874,-3.2496969,21.56081811
luxury vehicle,0.77755165,55.926874,-3.2496969,21.56081811
neighbourhood,0.76674557,55.926874,-3.2496969,21.56081811
motor vehicle,0.76322776,55.926874,-3.2496969,21.56081811
vehicle,0.7580081,55.926874,-3.2496969,21.56081811
road,0.7575769,55.926874,-3.2496969,21.56081811
street,0.7499023,55.926874,-3.2496969,21.56081811
building,0.7298172,55.926874,-3.2496969,21.56081811
residential area,0.6966448,55.926874,-3.2496969,21.56081811
house,0.68150645,55.926874,-3.2496969,21.56081811
sedan,0.6589693,55.926874,-3.2496969,21.56081811
real estate,0.6562529,55.926874,-3.2496969,21.56081811
parking,0.6445684,55.926874,-3.2496969,21.56081811
car,0.9618468,55.92694,-3.2494677,206.7380643
property,0.948615,55.92694,-3.2494677,206.7380643
family car,0.935595,55.92694,-3.2494677,206.7380643
motor vehicle,0.9030196,55.92694,-3.2494677,206.7380643
luxury vehicle,0.88541204,55.92694,-3.2494677,206.7380643
transport,0.87746584,55.92694,-3.2494677,206.7380643
vehicle,0.8677947,55.92694,-3.2494677,206.7380643
road,0.8238794,55.92694,-3.2494677,206.7380643
automotive exterior,0.7356044,55.92694,-3.2494677,206.7380643
mid size car,0.7305155,55.92694,-3.2494677,206.7380643
sedan,0.7035191,55.92694,-3.2494677,206.7380643
building,0.6961732,55.92694,-3.2494677,206.7380643
real estate,0.6349378,55.92694,-3.2494677,206.7380643
executive car,0.6347681,55.92694,-3.2494677,206.7380643
facade,0.5900194,55.92694,-3.2494677,206.7380643
street,0.5764863,55.92694,-3.2494677,206.7380643
compact car,0.5751732,55.92694,-3.2494677,206.7380643
house,0.5694703,55.92694,-3.2494677,206.7380643
property,0.92579126,55.927062,-3.2459585,168.7174531
infrastructure,0.89616317,55.927062,-3.2459585,168.7174531
sky,0.88540345,55.927062,-3.2459585,168.7174531
residential area,0.8275348,55.927062,-3.2459585,168.7174531
road,0.82752156,55.927062,-3.2459585,168.7174531
land lot,0.8203945,55.927062,-3.2459585,168.7174531
structure,0.7918665,55.927062,-3.2459585,168.7174531
cloud,0.7248791,55.927062,-3.2459585,168.7174531
real estate,0.71110183,55.927062,-3.2459585,168.7174531
area,0.6720096,55.927062,-3.2459585,168.7174531
line,0.65642834,55.927062,-3.2459585,168.7174531
asphalt,0.6425593,55.927062,-3.2459585,168.7174531
suburb,0.60538137,55.927062,-3.2459585,168.7174531
angle,0.5726526,55.927062,-3.2459585,168.7174531
facade,0.5635551,55.927062,-3.2459585,168.7174531
landscape,0.52695453,55.927062,-3.2459585,168.7174531
urban design,0.50156176,55.927062,-3.2459585,168.7174531
motor vehicle,0.9656765,55.927091,-3.2464411,349.5749755
transport,0.95401627,55.927091,-3.2464411,349.5749755
family car,0.9301822,55.927091,-3.2464411,349.5749755
car,0.9294634,55.927091,-3.2464411,349.5749755
road,0.9046543,55.927091,-3.2464411,349.5749755
vehicle,0.8900065,55.927091,-3.2464411,349.5749755
property,0.88074636,55.927091,-3.2464411,349.5749755
mode of transport,0.8748842,55.927091,-3.2464411,349.5749755
automotive exterior,0.80725455,55.927091,-3.2464411,349.5749755
sky,0.78031844,55.927091,-3.2464411,349.5749755
mid size car,0.73079795,55.927091,-3.2464411,349.5749755
asphalt,0.7030019,55.927091,-3.2464411,349.5749755
parking,0.68667537,55.927091,-3.2464411,349.5749755
luxury vehicle,0.6618088,55.927091,-3.2464411,349.5749755
sedan,0.63395894,55.927091,-3.2464411,349.5749755
compact car,0.5814616,55.927091,-3.2464411,349.5749755
plant community,0.57983,55.927091,-3.2464411,349.5749755
road trip,0.5684053,55.927091,-3.2464411,349.5749755
road,0.99288946,55.927134,-3.2433953,192.7616331
lane,0.96390945,55.927134,-3.2433953,192.7616331
asphalt,0.9142443,55.927134,-3.2433953,192.7616331
transport,0.91364163,55.927134,-3.2433953,192.7616331
infrastructure,0.9028754,55.927134,-3.2433953,192.7616331
road surface,0.8040716,55.927134,-3.2433953,192.7616331
highway,0.767755,55.927134,-3.2433953,192.7616331
shoulder,0.72345114,55.927134,-3.2433953,192.7616331
sky,0.6905846,55.927134,-3.2433953,192.7616331
land lot,0.6834583,55.927134,-3.2433953,192.7616331
area,0.6720096,55.927134,-3.2433953,192.7616331
guard rail,0.6637509,55.927134,-3.2433953,192.7616331
thoroughfare,0.6489922,55.927134,-3.2433953,192.7616331
street light,0.6389455,55.927134,-3.2433953,192.7616331
vehicle,0.5899454,55.927134,-3.2433953,192.7616331
road trip,0.5826207,55.927134,-3.2433953,192.7616331
automotive exterior,0.57399076,55.927134,-3.2433953,192.7616331
tree,0.57381016,55.927134,-3.2433953,192.7616331
motor vehicle,0.93569547,55.927284,-3.2456709,336.2886899
road,0.92730206,55.927284,-3.2456709,336.2886899
transport,0.9076416,55.927284,-3.2456709,336.2886899
vehicle,0.8864258,55.927284,-3.2456709,336.2886899
mode of transport,0.87504315,55.927284,-3.2456709,336.2886899
car,0.8250832,55.927284,-3.2456709,336.2886899
family car,0.8168974,55.927284,-3.2456709,336.2886899
automotive exterior,0.7900131,55.927284,-3.2456709,336.2886899
asphalt,0.71326065,55.927284,-3.2456709,336.2886899
sky,0.6687089,55.927284,-3.2456709,336.2886899
parking,0.59048164,55.927284,-3.2456709,336.2886899
mid size car,0.56550354,55.927284,-3.2456709,336.2886899
angle,0.5521817,55.927284,-3.2456709,336.2886899
compact car,0.525965,55.927284,-3.2456709,336.2886899
plant community,0.52459204,55.927284,-3.2456709,336.2886899
sedan,0.5122935,55.927284,-3.2456709,336.2886899
road,0.9922399,55.927362,-3.2429882,34.23689227
lane,0.963673,55.927362,-3.2429882,34.23689227
asphalt,0.95004475,55.927362,-3.2429882,34.23689227
infrastructure,0.90116227,55.927362,-3.2429882,34.23689227
transport,0.889126,55.927362,-3.2429882,34.23689227
property,0.8849381,55.927362,-3.2429882,34.23689227
sky,0.8824931,55.927362,-3.2429882,34.23689227
mode of transport,0.8749355,55.927362,-3.2429882,34.23689227
road surface,0.7992032,55.927362,-3.2429882,34.23689227
residential area,0.7772577,55.927362,-3.2429882,34.23689227
highway,0.77653897,55.927362,-3.2429882,34.23689227
street,0.73622614,55.927362,-3.2429882,34.23689227
car,0.7295884,55.927362,-3.2429882,34.23689227
land lot,0.70548624,55.927362,-3.2429882,34.23689227
vehicle,0.6943696,55.927362,-3.2429882,34.23689227
shoulder,0.68158346,55.927362,-3.2429882,34.23689227
area,0.6720096,55.927362,-3.2429882,34.23689227
line,0.6533512,55.927362,-3.2429882,34.23689227
motor vehicle,0.96860904,55.927382,-3.2475599,193.0239301
property,0.94045144,55.927382,-3.2475599,193.0239301
vehicle,0.9143212,55.927382,-3.2475599,193.0239301
transport,0.90843725,55.927382,-3.2475599,193.0239301
car,0.90262955,55.927382,-3.2475599,193.0239301
family car,0.8970003,55.927382,-3.2475599,193.0239301
luxury vehicle,0.88032365,55.927382,-3.2475599,193.0239301
building,0.7586727,55.927382,-3.2475599,193.0239301
mid size car,0.7440704,55.927382,-3.2475599,193.0239301
automotive exterior,0.7321868,55.927382,-3.2475599,193.0239301
